"","cuedAR","uncuedAR","sameDirection1S0D","responseAR","barkod"
"524",0.41698588,-0.32432321,"Grouped",0.127412021,20
"545",0.41698588,-0.27799139,"Grouped",0.1241687936,20
"566",0.41698588,-0.23165957,"Grouped",0.178198821153846,20
"587",0.41698588,-0.18532775,"Grouped",0.157527703142857,20
"608",0.41698588,-0.13899593,"Grouped",0.214670342333333,20
"629",0.41698588,-0.09266412,"Grouped",0.216214726111111,20
"650",0.41698588,-0.0463323,"Grouped",0.2504809734375,20
"671",0.41698588,-4.8e-07,"Grouped",0.3127393275,20
"692",0.41698588,0.04633134,"Grouped",0.195622752222222,20
"713",0.41698588,0.09266316,"Grouped",0.147418972121212,20
"734",0.41698588,0.13899498,"Grouped",0.218420949714286,20
"755",0.41698588,0.18532679,"Grouped",0.30501736375,20
"776",0.41698588,0.23165861,"Grouped",0.279120474390244,20
"797",0.41698588,0.27799043,"Grouped",0.2724306116,20
"818",0.41698588,0.32432225,"Grouped",0.236451591034483,20
"839",0.41698588,0.37065407,"Grouped",0.235870683030303,20
"860",0.41698588,0.41698588,"Grouped",0.2501913384,20
"881",0.41698588,0.4633177,"Grouped",0.313138771724138,20
"21",0.4633177,-0.46331866,"Ungrouped",0.284940202,21
"42",0.4633177,-0.41698684,"Ungrouped",0.295364861666667,21
"63",0.4633177,-0.37065503,"Ungrouped",0.2668707932,21
"84",0.4633177,-0.32432321,"Ungrouped",0.288963755526316,21
"105",0.4633177,-0.27799139,"Ungrouped",0.235519675833333,21
"126",0.4633177,-0.23165957,"Ungrouped",0.2548245503125,21
"147",0.4633177,-0.18532775,"Ungrouped",0.319027209714286,21
"168",0.4633177,-0.13899593,"Ungrouped",0.2594577412,21
"189",0.4633177,-0.09266412,"Ungrouped",0.259860589130435,21
"210",0.4633177,-0.0463323,"Ungrouped",0.227446656363636,21
"231",0.4633177,-4.8e-07,"Ungrouped",0.246604359032258,21
"252",0.4633177,0.04633134,"Ungrouped",0.297846923809524,21
"273",0.4633177,0.09266316,"Ungrouped",0.192799666774194,21
"294",0.4633177,0.13899498,"Ungrouped",0.288286423703704,21
"315",0.4633177,0.18532679,"Ungrouped",0.1833963425,21
"336",0.4633177,0.23165861,"Ungrouped",0.2576044296,21
"357",0.4633177,0.27799043,"Ungrouped",0.243851246315789,21
"378",0.4633177,0.32432225,"Ungrouped",0.325726270909091,21
"399",0.4633177,0.37065407,"Ungrouped",0.268404569655172,21
"420",0.4633177,0.41698588,"Ungrouped",0.259972553333333,21
"441",0.4633177,0.4633177,"Ungrouped",0.2557511956,21
"462",0.4633177,-0.46331866,"Grouped",0.254824520263158,21
"483",0.4633177,-0.41698684,"Grouped",0.3094961056,21
"504",0.4633177,-0.37065503,"Grouped",0.22393668125,21
"525",0.4633177,-0.32432321,"Grouped",0.304892806451613,21
"546",0.4633177,-0.27799139,"Grouped",0.3243223644,21
"567",0.4633177,-0.23165957,"Grouped",0.173743839285714,21
"588",0.4633177,-0.18532775,"Grouped",0.254824520384615,21
"609",0.4633177,-0.13899593,"Grouped",0.196018801025641,21
"630",0.4633177,-0.09266412,"Grouped",0.2223922484,21
"651",0.4633177,-0.0463323,"Grouped",0.202174770454545,21
"672",0.4633177,-4.8e-07,"Grouped",0.269303213125,21
"693",0.4633177,0.04633134,"Grouped",0.260170536153846,21
"714",0.4633177,0.09266316,"Grouped",0.300357581034483,21
"735",0.4633177,0.13899498,"Grouped",0.185326854193548,21
"756",0.4633177,0.18532679,"Grouped",0.283441287941176,21
"777",0.4633177,0.23165861,"Grouped",0.27541644,21
"798",0.4633177,0.27799043,"Grouped",0.296192249642857,21
"819",0.4633177,0.32432225,"Grouped",0.179980814230769,21
"840",0.4633177,0.37065407,"Grouped",0.260055532903226,21
"861",0.4633177,0.41698588,"Grouped",0.3104227025,21
"882",0.4633177,0.4633177,"Grouped",0.350062200277778,21
